Variant,Batch,Task,Attempt,Start,Goal,SafeOpeningStart,Planned,Executable,Rejected,UsedShortPassage,FailedShortPassage,SafeReroute,Length,RememberedCells
Geometry risk only,29,1,2,"(5, 6)","(44, 5)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,29,1,3,"(5, 6)","(44, 5)",16,True,False,False,True,True,False,40.243,0
Geometry risk only,29,2,1,"(5, 8)","(44, 7)",15,True,False,False,True,True,False,39.414,0
Geometry risk only,29,2,2,"(5, 8)","(44, 7)",15,True,False,False,True,True,False,39.414,0
Geometry risk only,29,2,3,"(5, 8)","(44, 7)",15,True,False,False,True,True,False,39.414,0
Geometry risk only,29,3,1,"(5, 5)","(44, 6)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,29,3,2,"(5, 5)","(44, 6)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,29,3,3,"(5, 5)","(44, 6)",17,True,False,False,True,True,False,40.243,0
Geometry risk only,29,4,1,"(5, 6)","(44, 5)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,29,4,2,"(5, 6)","(44, 5)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,29,4,3,"(5, 6)","(44, 5)",15,True,False,False,True,True,False,40.243,0
Geometry risk only,29,5,1,"(5, 8)","(44, 8)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,29,5,2,"(5, 8)","(44, 8)",16,True,False,False,True,True,False,39.828,0
Geometry risk only,29,5,3,"(5, 8)","(44, 8)",16,True,False,False,True,True,False,39.828,0
Failure memory only,0,1,1,"(5, 8)","(44, 8)",15,True,False,False,True,True,False,39.828,0
Failure memory only,0,1,2,"(5, 8)","(44, 8)",15,True,True,False,False,False,True,44.799,45
Failure memory only,0,2,1,"(5, 7)","(44, 9)",16,True,True,False,False,False,True,45.627,45
Failure memory only,0,3,1,"(5, 8)","(44, 7)",16,True,True,False,False,False,True,46.042,45
Failure memory only,0,4,1,"(5, 7)","(44, 9)",15,True,True,False,False,False,True,44.799,45
Failure memory only,0,5,1,"(5, 9)","(44, 6)",16,True,True,False,False,False,True,46.042,45
Failure memory only,1,1,1,"(5, 6)","(44, 5)",17,True,False,False,True,True,False,40.243,0
Failure memory only,1,1,2,"(5, 6)","(44, 5)",17,True,True,False,False,False,True,48.527,45
Failure memory only,1,2,1,"(5, 7)","(44, 9)",17,True,True,False,False,False,True,46.456,45
Failure memory only,1,3,1,"(5, 9)","(44, 6)",16,True,True,False,False,False,True,46.042,45
Failure memory only,1,4,1,"(5, 5)","(44, 5)",17,True,True,False,False,False,True,48.941,45
Failure memory only,1,5,1,"(5, 7)","(44, 8)",17,True,True,False,False,False,True,46.87,45
Failure memory only,2,1,1,"(5, 5)","(44, 7)",16,True,False,False,True,True,False,39.828,0
Failure memory only,2,1,2,"(5, 5)","(44, 7)",16,True,True,False,False,False,True,47.284,45
Failure memory only,2,2,1,"(5, 7)","(44, 9)",17,True,True,False,False,False,True,46.456,45
Failure memory only,2,3,1,"(5, 6)","(44, 9)",16,True,True,False,False,False,True,46.042,45
Failure memory only,2,4,1,"(5, 8)","(44, 9)",16,True,True,False,False,False,True,45.213,45
Failure memory only,2,5,1,"(5, 5)","(44, 9)",15,True,True,False,False,False,True,45.627,45
Failure memory only,3,1,1,"(5, 5)","(44, 8)",17,True,False,False,True,True,False,40.243,0
Failure memory only,3,1,2,"(5, 5)","(44, 8)",17,True,True,False,False,False,True,47.698,45
Failure memory only,3,2,1,"(5, 5)","(44, 9)",16,True,True,False,False,False,True,46.456,45
Failure memory only,3,3,1,"(5, 7)","(44, 6)",17,True,True,False,False,False,True,47.698,45
Failure memory only,3,4,1,"(5, 7)","(44, 5)",15,True,True,False,False,False,True,46.456,45
Failure memory only,3,5,1,"(5, 9)","(44, 6)",15,True,True,False,False,False,True,45.213,45
Failure memory only,4,1,1,"(5, 6)","(44, 9)",16,True,False,False,True,True,False,40.243,0
Failure memory only,4,1,2,"(5, 6)","(44, 9)",16,True,True,False,False,False,True,46.042,45
Failure memory only,4,2,1,"(5, 5)","(44, 5)",16,True,True,False,False,False,True,48.113,45
Failure memory only,4,3,1,"(5, 9)","(44, 8)",15,True,True,False,False,False,True,44.385,45
Failure memory only,4,4,1,"(5, 7)","(44, 9)",16,True,True,False,False,False,True,45.627,45
Failure memory only,4,5,1,"(5, 5)","(44, 9)",16,True,True,False,False,False,True,46.456,45
Failure memory only,5,1,1,"(5, 9)","(44, 6)",17,True,False,False,True,True,False,40.243,0
Failure memory only,5,1,2,"(5, 9)","(44, 6)",17,True,True,False,False,False,True,46.87,45
Failure memory only,5,2,1,"(5, 9)","(44, 9)",16,True,True,False,False,False,True,44.799,45
Failure memory only,5,3,1,"(5, 8)","(44, 5)",17,True,True,False,False,False,True,47.698,45
Failure memory only,5,4,1,"(5, 8)","(44, 7)",17,True,True,False,False,False,True,46.87,45
Failure memory only,5,5,1,"(5, 6)","(44, 7)",15,True,True,False,False,False,True,46.042,45
Failure memory only,6,1,1,"(5, 6)","(44, 6)",15,True,False,False,True,True,False,39.828,0
Failure memory only,6,1,2,"(5, 6)","(44, 6)",15,True,True,False,False,False,True,46.456,45
Failure memory only,6,2,1,"(5, 9)","(44, 7)",16,True,True,False,False,False,True,45.627,45
Failure memory only,6,3,1,"(5, 5)","(44, 5)",17,True,True,False,False,False,True,48.941,45
Failure memory only,6,4,1,"(5, 6)","(44, 6)",15,True,True,False,False,False,True,46.456,45
Failure memory only,6,5,1,"(5, 5)","(44, 9)",17,True,True,False,False,False,True,47.284,45
Failure memory only,7,1,1,"(5, 8)","(44, 9)",16,True,False,False,True,True,False,40.243,0
Failure memory only,7,1,2,"(5, 8)","(44, 9)",16,True,True,False,False,False,True,45.213,45
Failure memory only,7,2,1,"(5, 9)","(44, 6)",15,True,True,False,False,False,True,45.213,45
Failure memory only,7,3,1,"(5, 9)","(44, 8)",17,True,True,False,False,False,True,46.042,45
Failure memory only,7,4,1,"(5, 7)","(44, 8)",16,True,True,False,False,False,True,46.042,45
Failure memory only,7,5,1,"(5, 7)","(44, 5)",16,True,True,False,False,False,True,47.284,45
Failure memory only,8,1,1,"(5, 9)","(44, 5)",16,True,False,False,True,True,False,40.657,0
Failure memory only,8,1,2,"(5, 9)","(44, 5)",16,True,True,False,False,False,True,46.456,45
Failure memory only,8,2,1,"(5, 9)","(44, 7)",15,True,True,False,False,False,True,44.799,45
Failure memory only,8,3,1,"(5, 6)","(44, 5)",17,True,True,False,False,False,True,48.527,45
Failure memory only,8,4,1,"(5, 7)","(44, 5)",17,True,True,False,False,False,True,48.113,45
Failure memory only,8,5,1,"(5, 6)","(44, 7)",15,True,True,False,False,False,True,46.042,45
Failure memory only,9,1,1,"(5, 7)","(44, 8)",15,True,False,False,True,True,False,39.414,0
Failure memory only,9,1,2,"(5, 7)","(44, 8)",15,True,True,False,False,False,True,45.213,45
Failure memory only,9,2,1,"(5, 5)","(44, 6)",17,True,True,False,False,False,True,48.527,45
Failure memory only,9,3,1,"(5, 6)","(44, 5)",17,True,True,False,False,False,True,48.527,45
Failure memory only,9,4,1,"(5, 9)","(44, 9)",17,True,True,False,False,False,True,45.627,45
Failure memory only,9,5,1,"(5, 5)","(44, 5)",15,True,True,False,False,False,True,47.284,45
Failure memory only,10,1,1,"(5, 6)","(44, 9)",17,True,False,False,True,True,False,40.243,0
Failure memory only,10,1,2,"(5, 6)","(44, 9)",17,True,True,False,False,False,True,46.87,45
Failure memory only,10,2,1,"(5, 5)","(44, 8)",15,True,True,False,False,False,True,46.042,45
Failure memory only,10,3,1,"(5, 7)","(44, 5)",15,True,True,False,False,False,True,46.456,45
Failure memory only,10,4,1,"(5, 9)","(44, 5)",15,True,True,False,False,False,True,45.627,45
Failure memory only,10,5,1,"(5, 6)","(44, 5)",16,True,True,False,False,False,True,47.698,45
Failure memory only,11,1,1,"(5, 6)","(44, 5)",17,True,False,False,True,True,False,40.243,0
Failure memory only,11,1,2,"(5, 6)","(44, 5)",17,True,True,False,False,False,True,48.527,45
Failure memory only,11,2,1,"(5, 5)","(44, 9)",16,True,True,False,False,False,True,46.456,45
Failure memory only,11,3,1,"(5, 9)","(44, 5)",16,True,True,False,False,False,True,46.456,45
Failure memory only,11,4,1,"(5, 5)","(44, 6)",15,True,True,False,False,False,True,46.87,45
Failure memory only,11,5,1,"(5, 7)","(44, 7)",16,True,True,False,False,False,True,46.456,45
Failure memory only,12,1,1,"(5, 6)","(44, 5)",17,True,False,False,True,True,False,40.243,0
Failure memory only,12,1,2,"(5, 6)","(44, 5)",17,True,True,False,False,False,True,48.527,45
Failure memory only,12,2,1,"(5, 8)","(44, 5)",17,True,True,False,False,False,True,47.698,45
Failure memory only,12,3,1,"(5, 5)","(44, 8)",15,True,True,False,False,False,True,46.042,45
Failure memory only,12,4,1,"(5, 7)","(44, 7)",17,True,True,False,False,False,True,47.284,45
Failure memory only,12,5,1,"(5, 8)","(44, 9)",15,True,True,False,False,False,True,44.385,45
Failure memory only,13,1,1,"(5, 6)","(44, 5)",17,True,False,False,True,True,False,40.243,0
Failure memory only,13,1,2,"(5, 6)","(44, 5)",17,True,True,False,False,False,True,48.527,45
Failure memory only,13,2,1,"(5, 6)","(44, 6)",16,True,True,False,False,False,True,47.284,45
Failure memory only,13,3,1,"(5, 9)","(44, 7)",15,True,True,False,False,False,True,44.799,45
Failure memory only,13,4,1,"(5, 9)","(44, 8)",17,True,True,False,False,False,True,46.042,45
Failure memory only,13,5,1,"(5, 6)","(44, 5)",16,True,True,False,False,False,True,47.698,45
Failure memory only,14,1,1,"(5, 8)","(44, 9)",17,True,False,False,True,True,False,40.243,0
Failure memory only,14,1,2,"(5, 8)","(44, 9)",17,True,True,False,False,False,True,46.042,45
Failure memory only,14,2,1,"(5, 7)","(44, 7)",16,True,True,False,False,False,True,46.456,45
Failure memory only,14,3,1,"(5, 7)","(44, 6)",17,True,True,False,False,False,True,47.698,45
Failure memory only,14,4,1,"(5, 5)","(44, 8)",17,True,True,False,False,False,True,47.698,45
Failure memory only,14,5,1,"(5, 5)","(44, 7)",17,True,True,False,False,False,True,48.113,45
Failure memory only,15,1,1,"(5, 5)","(44, 9)",16,True,False,False,True,True,False,40.657,0
Failure memory only,15,1,2,"(5, 5)","(44, 9)",16,True,True,False,False,False,True,46.456,45
Failure memory only,15,2,1,"(5, 6)","(44, 6)",16,True,True,False,False,False,True,47.284,45
Failure memory only,15,3,1,"(5, 7)","(44, 9)",16,True,True,False,False,False,True,45.627,45
Failure memory only,15,4,1,"(5, 7)","(44, 9)",17,True,True,False,False,False,True,46.456,45
Failure memory only,15,5,1,"(5, 9)","(44, 6)",17,True,True,False,False,False,True,46.87,45
Failure memory only,16,1,1,"(5, 7)","(44, 8)",17,True,False,False,True,True,False,39.414,0
Failure memory only,16,1,2,"(5, 7)","(44, 8)",17,True,True,False,False,False,True,46.87,45
Failure memory only,16,2,1,"(5, 8)","(44, 5)",15,True,True,False,False,False,True,46.042,45
Failure memory only,16,3,1,"(5, 9)","(44, 6)",17,True,True,False,False,False,True,46.87,45
Failure memory only,16,4,1,"(5, 7)","(44, 6)",15,True,True,False,False,False,True,46.042,45
Failure memory only,16,5,1,"(5, 6)","(44, 8)",16,True,True,False,False,False,True,46.456,45
Failure memory only,17,1,1,"(5, 9)","(44, 8)",15,True,False,False,True,True,False,40.243,0
Failure memory only,17,1,2,"(5, 9)","(44, 8)",15,True,True,False,False,False,True,44.385,45
Failure memory only,17,2,1,"(5, 8)","(44, 9)",16,True,True,False,False,False,True,45.213,45
Failure memory only,17,3,1,"(5, 5)","(44, 6)",16,True,True,False,False,False,True,47.698,45
Failure memory only,17,4,1,"(5, 5)","(44, 7)",17,True,True,False,False,False,True,48.113,45
Failure memory only,17,5,1,"(5, 6)","(44, 8)",17,True,True,False,False,False,True,47.284,45
Failure memory only,18,1,1,"(5, 8)","(44, 9)",17,True,False,False,True,True,False,40.243,0
Failure memory only,18,1,2,"(5, 8)","(44, 9)",17,True,True,False,False,False,True,46.042,45
Failure memory only,18,2,1,"(5, 5)","(44, 5)",16,True,True,False,False,False,True,48.113,45
Failure memory only,18,3,1,"(5, 7)","(44, 7)",16,True,True,False,False,False,True,46.456,45
Failure memory only,18,4,1,"(5, 5)","(44, 8)",15,True,True,False,False,False,True,46.042,45
Failure memory only,18,5,1,"(5, 9)","(44, 5)",17,True,True,False,False,False,True,47.284,45
Failure memory only,19,1,1,"(5, 6)","(44, 5)",16,True,False,False,True,True,False,40.243,0
Failure memory only,19,1,2,"(5, 6)","(44, 5)",16,True,True,False,False,False,True,47.698,45
Failure memory only,19,2,1,"(5, 8)","(44, 7)",15,True,True,False,False,False,True,45.213,45
Failure memory only,19,3,1,"(5, 6)","(44, 5)",17,True,True,False,False,False,True,48.527,45
Failure memory only,19,4,1,"(5, 5)","(44, 9)",17,True,True,False,False,False,True,47.284,45
Failure memory only,19,5,1,"(5, 5)","(44, 6)",15,True,True,False,False,False,True,46.87,45
Failure memory only,20,1,1,"(5, 9)","(44, 6)",16,True,False,False,True,True,False,40.243,0
Failure memory only,20,1,2,"(5, 9)","(44, 6)",16,True,True,False,False,False,True,46.042,45
Failure memory only,20,2,1,"(5, 7)","(44, 6)",15,True,True,False,False,False,True,46.042,45
Failure memory only,20,3,1,"(5, 8)","(44, 8)",17,True,True,False,False,False,True,46.456,45
Failure memory only,20,4,1,"(5, 5)","(44, 5)",16,True,True,False,False,False,True,48.113,45
Failure memory only,20,5,1,"(5, 8)","(44, 5)",16,True,True,False,False,False,True,46.87,45
Failure memory only,21,1,1,"(5, 6)","(44, 9)",17,True,False,False,True,True,False,40.243,0
Failure memory only,21,1,2,"(5, 6)","(44, 9)",17,True,True,False,False,False,True,46.87,45
Failure memory only,21,2,1,"(5, 7)","(44, 5)",15,True,True,False,False,False,True,46.456,45
Failure memory only,21,3,1,"(5, 7)","(44, 5)",15,True,True,False,False,False,True,46.456,45
Failure memory only,21,4,1,"(5, 5)","(44, 6)",17,True,True,False,False,False,True,48.527,45
Failure memory only,21,5,1,"(5, 7)","(44, 9)",16,True,True,False,False,False,True,45.627,45
Failure memory only,22,1,1,"(5, 7)","(44, 9)",15,True,False,False,True,True,False,39.828,0
Failure memory only,22,1,2,"(5, 7)","(44, 9)",15,True,True,False,False,False,True,44.799,45
Failure memory only,22,2,1,"(5, 9)","(44, 8)",17,True,True,False,False,False,True,46.042,45
Failure memory only,22,3,1,"(5, 8)","(44, 8)",16,True,True,False,False,False,True,45.627,45
Failure memory only,22,4,1,"(5, 9)","(44, 6)",15,True,True,False,False,False,True,45.213,45
Failure memory only,22,5,1,"(5, 8)","(44, 9)",16,True,True,False,False,False,True,45.213,45
Failure memory only,23,1,1,"(5, 5)","(44, 6)",15,True,False,False,True,True,False,40.243,0
Failure memory only,23,1,2,"(5, 5)","(44, 6)",15,True,True,False,False,False,True,46.87,45
Failure memory only,23,2,1,"(5, 7)","(44, 7)",16,True,True,False,False,False,True,46.456,45
Failure memory only,23,3,1,"(5, 7)","(44, 5)",16,True,True,False,False,False,True,47.284,45
Failure memory only,23,4,1,"(5, 9)","(44, 5)",15,True,True,False,False,False,True,45.627,45
Failure memory only,23,5,1,"(5, 7)","(44, 6)",15,True,True,False,False,False,True,46.042,45
Failure memory only,24,1,1,"(5, 9)","(44, 7)",16,True,False,False,True,True,False,39.828,0
Failure memory only,24,1,2,"(5, 9)","(44, 7)",16,True,True,False,False,False,True,45.627,45
Failure memory only,24,2,1,"(5, 8)","(44, 9)",15,True,True,False,False,False,True,44.385,45
Failure memory only,24,3,1,"(5, 7)","(44, 5)",16,True,True,False,False,False,True,47.284,45
Failure memory only,24,4,1,"(5, 6)","(44, 5)",16,True,True,False,False,False,True,47.698,45
Failure memory only,24,5,1,"(5, 6)","(44, 9)",17,True,True,False,False,False,True,46.87,45
Failure memory only,25,1,1,"(5, 5)","(44, 7)",16,True,False,False,True,True,False,39.828,0
Failure memory only,25,1,2,"(5, 5)","(44, 7)",16,True,True,False,False,False,True,47.284,45
Failure memory only,25,2,1,"(5, 7)","(44, 7)",16,True,True,False,False,False,True,46.456,45
Failure memory only,25,3,1,"(5, 5)","(44, 5)",17,True,True,False,False,False,True,48.941,45
Failure memory only,25,4,1,"(5, 8)","(44, 8)",16,True,True,False,False,False,True,45.627,45
Failure memory only,25,5,1,"(5, 7)","(44, 5)",16,True,True,False,False,False,True,47.284,45
Failure memory only,26,1,1,"(5, 5)","(44, 8)",16,True,False,False,True,True,False,40.243,0
Failure memory only,26,1,2,"(5, 5)","(44, 8)",16,True,True,False,False,False,True,46.87,45
Failure memory only,26,2,1,"(5, 5)","(44, 7)",16,True,True,False,False,False,True,47.284,45
Failure memory only,26,3,1,"(5, 6)","(44, 6)",17,True,True,False,False,False,True,48.113,45
Failure memory only,26,4,1,"(5, 9)","(44, 8)",17,True,True,False,False,False,True,46.042,45
Failure memory only,26,5,1,"(5, 5)","(44, 5)",15,True,True,False,False,False,True,47.284,45
Failure memory only,27,1,1,"(5, 6)","(44, 6)",15,True,False,False,True,True,False,39.828,0
Failure memory only,27,1,2,"(5, 6)","(44, 6)",15,True,True,False,False,False,True,46.456,45
Failure memory only,27,2,1,"(5, 8)","(44, 5)",15,True,True,False,False,False,True,46.042,45
Failure memory only,27,3,1,"(5, 8)","(44, 9)",17,True,True,False,False,False,True,46.042,45
Failure memory only,27,4,1,"(5, 7)","(44, 8)",16,True,True,False,False,False,True,46.042,45
Failure memory only,27,5,1,"(5, 9)","(44, 6)",16,True,True,False,False,False,True,46.042,45
Failure memory only,28,1,1,"(5, 5)","(44, 7)",15,True,False,False,True,True,False,39.828,0
Failure memory only,28,1,2,"(5, 5)","(44, 7)",15,True,True,False,False,False,True,46.456,45
Failure memory only,28,2,1,"(5, 7)","(44, 9)",15,True,True,False,False,False,True,44.799,45
Failure memory only,28,3,1,"(5, 8)","(44, 6)",16,True,True,False,False,False,True,46.456,45
Failure memory only,28,4,1,"(5, 5)","(44, 5)",17,True,True,False,False,False,True,48.941,45
Failure memory only,28,5,1,"(5, 5)","(44, 9)",16,True,True,False,False,False,True,46.456,45
Failure memory only,29,1,1,"(5, 6)","(44, 5)",16,True,False,False,True,True,False,40.243,0
Failure memory only,29,1,2,"(5, 6)","(44, 5)",16,True,True,False,False,False,True,47.698,45
Failure memory only,29,2,1,"(5, 8)","(44, 7)",15,True,True,False,False,False,True,45.213,45
Failure memory only,29,3,1,"(5, 5)","(44, 6)",17,True,True,False,False,False,True,48.527,45
Failure memory only,29,4,1,"(5, 6)","(44, 5)",15,True,True,False,False,False,True,46.87,45
Failure memory only,29,5,1,"(5, 8)","(44, 8)",16,True,True,False,False,False,True,45.627,45
Geometry + failure memory,0,1,1,"(5, 8)","(44, 8)",15,True,False,False,True,True,False,39.828,0
Geometry + failure memory,0,1,2,"(5, 8)","(44, 8)",15,True,True,False,False,False,True,45.627,45
Geometry + failure memory,0,2,1,"(5, 7)","(44, 9)",16,True,True,False,False,False,True,46.456,45
Geometry + failure memory,0,3,1,"(5, 8)","(44, 7)",16,True,True,False,False,False,True,46.87,45
Geometry + failure memory,0,4,1,"(5, 7)","(44, 9)",15,True,True,False,False,False,True,45.627,45
Geometry + failure memory,0,5,1,"(5, 9)","(44, 6)",16,True,True,False,False,False,True,46.87,45
Geometry + failure memory,1,1,1,"(5, 6)","(44, 5)",17,True,False,False,True,True,False,40.243,0
Geometry + failure memory,1,1,2,"(5, 6)","(44, 5)",17,True,True,False,False,False,True,49.355,45
Geometry + failure memory,1,2,1,"(5, 7)","(44, 9)",17,True,True,False,False,False,True,47.284,45
Geometry + failure memory,1,3,1,"(5, 9)","(44, 6)",16,True,True,False,False,False,True,46.87,45
Geometry + failure memory,1,4,1,"(5, 5)","(44, 5)",17,True,True,False,False,False,True,49.77,45
Geometry + failure memory,1,5,1,"(5, 7)","(44, 8)",17,True,True,False,False,False,True,47.698,45
Geometry + failure memory,2,1,1,"(5, 5)","(44, 7)",16,True,False,False,True,True,False,39.828,0
Geometry + failure memory,2,1,2,"(5, 5)","(44, 7)",16,True,True,False,False,False,True,48.113,45
Geometry + failure memory,2,2,1,"(5, 7)","(44, 9)",17,True,True,False,False,False,True,47.284,45
Geometry + failure memory,2,3,1,"(5, 6)","(44, 9)",16,True,True,False,False,False,True,46.87,45
Geometry + failure memory,2,4,1,"(5, 8)","(44, 9)",16,True,True,False,False,False,True,46.042,45
Geometry + failure memory,2,5,1,"(5, 5)","(44, 9)",15,True,True,False,False,False,True,46.456,45
Geometry + failure memory,3,1,1,"(5, 5)","(44, 8)",17,True,False,False,True,True,False,40.243,0
Geometry + failure memory,3,1,2,"(5, 5)","(44, 8)",17,True,True,False,False,False,True,48.527,45
Geometry + failure memory,3,2,1,"(5, 5)","(44, 9)",16,True,True,False,False,False,True,47.284,45
Geometry + failure memory,3,3,1,"(5, 7)","(44, 6)",17,True,True,False,False,False,True,48.527,45
Geometry + failure memory,3,4,1,"(5, 7)","(44, 5)",15,True,True,False,False,False,True,47.284,45
Geometry + failure memory,3,5,1,"(5, 9)","(44, 6)",15,True,True,False,False,False,True,46.042,45
Geometry + failure memory,4,1,1,"(5, 6)","(44, 9)",16,True,False,False,True,True,False,40.243,0
Geometry + failure memory,4,1,2,"(5, 6)","(44, 9)",16,True,True,False,False,False,True,46.87,45
Geometry + failure memory,4,2,1,"(5, 5)","(44, 5)",16,True,True,False,False,False,True,48.941,45
Geometry + failure memory,4,3,1,"(5, 9)","(44, 8)",15,True,True,False,False,False,True,45.213,45
Geometry + failure memory,4,4,1,"(5, 7)","(44, 9)",16,True,True,False,False,False,True,46.456,45
Geometry + failure memory,4,5,1,"(5, 5)","(44, 9)",16,True,True,False,False,False,True,47.284,45
Geometry + failure memory,5,1,1,"(5, 9)","(44, 6)",17,True,False,False,True,True,False,40.243,0
Geometry + failure memory,5,1,2,"(5, 9)","(44, 6)",17,True,True,False,False,False,True,47.698,45
Geometry + failure memory,5,2,1,"(5, 9)","(44, 9)",16,True,True,False,False,False,True,45.627,45
Geometry + failure memory,5,3,1,"(5, 8)","(44, 5)",17,True,True,False,False,False,True,48.527,45
Geometry + failure memory,5,4,1,"(5, 8)","(44, 7)",17,True,True,False,False,False,True,47.698,45
Geometry + failure memory,5,5,1,"(5, 6)","(44, 7)",15,True,True,False,False,False,True,46.87,45
Geometry + failure memory,6,1,1,"(5, 6)","(44, 6)",15,True,False,False,True,True,False,39.828,0
Geometry + failure memory,6,1,2,"(5, 6)","(44, 6)",15,True,True,False,False,False,True,47.284,45
Geometry + failure memory,6,2,1,"(5, 9)","(44, 7)",16,True,True,False,False,False,True,46.456,45
Geometry + failure memory,6,3,1,"(5, 5)","(44, 5)",17,True,True,False,False,False,True,49.77,45
Geometry + failure memory,6,4,1,"(5, 6)","(44, 6)",15,True,True,False,False,False,True,47.284,45
Geometry + failure memory,6,5,1,"(5, 5)","(44, 9)",17,True,True,False,False,False,True,48.113,45
Geometry + failure memory,7,1,1,"(5, 8)","(44, 9)",16,True,False,False,True,True,False,40.243,0
Geometry + failure memory,7,1,2,"(5, 8)","(44, 9)",16,True,True,False,False,False,True,46.042,45
Geometry + failure memory,7,2,1,"(5, 9)","(44, 6)",15,True,True,False,False,False,True,46.042,45
Geometry + failure memory,7,3,1,"(5, 9)","(44, 8)",17,True,True,False,False,False,True,46.87,45
Geometry + failure memory,7,4,1,"(5, 7)","(44, 8)",16,True,True,False,False,False,True,46.87,45
Geometry + failure memory,7,5,1,"(5, 7)","(44, 5)",16,True,True,False,False,False,True,48.113,45
Geometry + failure memory,8,1,1,"(5, 9)","(44, 5)",16,True,False,False,True,True,False,40.657,0
Geometry + failure memory,8,1,2,"(5, 9)","(44, 5)",16,True,True,False,False,False,True,47.284,45
Geometry + failure memory,8,2,1,"(5, 9)","(44, 7)",15,True,True,False,False,False,True,45.627,45
Geometry + failure memory,8,3,1,"(5, 6)","(44, 5)",17,True,True,False,False,False,True,49.355,45
Geometry + failure memory,8,4,1,"(5, 7)","(44, 5)",17,True,True,False,False,False,True,48.941,45
Geometry + failure memory,8,5,1,"(5, 6)","(44, 7)",15,True,True,False,False,False,True,46.87,45
Geometry + failure memory,9,1,1,"(5, 7)","(44, 8)",15,True,False,False,True,True,False,39.414,0
Geometry + failure memory,9,1,2,"(5, 7)","(44, 8)",15,True,True,False,False,False,True,46.042,45
Geometry + failure memory,9,2,1,"(5, 5)","(44, 6)",17,True,True,False,False,False,True,49.355,45
Geometry + failure memory,9,3,1,"(5, 6)","(44, 5)",17,True,True,False,False,False,True,49.355,45
Geometry + failure memory,9,4,1,"(5, 9)","(44, 9)",17,True,True,False,False,False,True,46.456,45
Geometry + failure memory,9,5,1,"(5, 5)","(44, 5)",15,True,True,False,False,False,True,48.113,45
Geometry + failure memory,10,1,1,"(5, 6)","(44, 9)",17,True,False,False,True,True,False,40.243,0
Geometry + failure memory,10,1,2,"(5, 6)","(44, 9)",17,True,True,False,False,False,True,47.698,45
Geometry + failure memory,10,2,1,"(5, 5)","(44, 8)",15,True,True,False,False,False,True,46.87,45
Geometry + failure memory,10,3,1,"(5, 7)","(44, 5)",15,True,True,False,False,False,True,47.284,45
Geometry + failure memory,10,4,1,"(5, 9)","(44, 5)",15,True,True,False,False,False,True,46.456,45
Geometry + failure memory,10,5,1,"(5, 6)","(44, 5)",16,True,True,False,False,False,True,48.527,45
Geometry + failure memory,11,1,1,"(5, 6)","(44, 5)",17,True,False,False,True,True,False,40.243,0
Geometry + failure memory,11,1,2,"(5, 6)","(44, 5)",17,True,True,False,False,False,True,49.355,45
Geometry + failure memory,11,2,1,"(5, 5)","(44, 9)",16,True,True,False,False,False,True,47.284,45
Geometry + failure memory,11,3,1,"(5, 9)","(44, 5)",16,True,True,False,False,False,True,47.284,45
Geometry + failure memory,11,4,1,"(5, 5)","(44, 6)",15,True,True,False,False,False,True,47.698,45
Geometry + failure memory,11,5,1,"(5, 7)","(44, 7)",16,True,True,False,False,False,True,47.284,45
Geometry + failure memory,12,1,1,"(5, 6)","(44, 5)",17,True,False,False,True,True,False,40.243,0
Geometry + failure memory,12,1,2,"(5, 6)","(44, 5)",17,True,True,False,False,False,True,49.355,45
Geometry + failure memory,12,2,1,"(5, 8)","(44, 5)",17,True,True,False,False,False,True,48.527,45
Geometry + failure memory,12,3,1,"(5, 5)","(44, 8)",15,True,True,False,False,False,True,46.87,45
Geometry + failure memory,12,4,1,"(5, 7)","(44, 7)",17,True,True,False,False,False,True,48.113,45
Geometry + failure memory,12,5,1,"(5, 8)","(44, 9)",15,True,True,False,False,False,True,45.213,45
Geometry + failure memory,13,1,1,"(5, 6)","(44, 5)",17,True,False,False,True,True,False,40.243,0
Geometry + failure memory,13,1,2,"(5, 6)","(44, 5)",17,True,True,False,False,False,True,49.355,45
Geometry + failure memory,13,2,1,"(5, 6)","(44, 6)",16,True,True,False,False,False,True,48.113,45
Geometry + failure memory,13,3,1,"(5, 9)","(44, 7)",15,True,True,False,False,False,True,45.627,45
Geometry + failure memory,13,4,1,"(5, 9)","(44, 8)",17,True,True,False,False,False,True,46.87,45
Geometry + failure memory,13,5,1,"(5, 6)","(44, 5)",16,True,True,False,False,False,True,48.527,45
Geometry + failure memory,14,1,1,"(5, 8)","(44, 9)",17,True,False,False,True,True,False,40.243,0
Geometry + failure memory,14,1,2,"(5, 8)","(44, 9)",17,True,True,False,False,False,True,46.87,45
Geometry + failure memory,14,2,1,"(5, 7)","(44, 7)",16,True,True,False,False,False,True,47.284,45
Geometry + failure memory,14,3,1,"(5, 7)","(44, 6)",17,True,True,False,False,False,True,48.527,45
Geometry + failure memory,14,4,1,"(5, 5)","(44, 8)",17,True,True,False,False,False,True,48.527,45
Geometry + failure memory,14,5,1,"(5, 5)","(44, 7)",17,True,True,False,False,False,True,48.941,45
